区,初中学校,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
宝山区,上海市宝山区吴淞初级中学,上海大学附属中学,719.5,否,50,390.5,130,127,137
宝山区,上海市宝山区吴淞初级中学,上海师范大学附属中学宝山分校,737,否,50,401.5,139,121,141
宝山区,上海市宝山区吴淞初级中学,上海市吴淞中学,716,否,50,394,131,125,132
宝山区,上海市宝山区吴淞初级中学,华东师范大学第二附属中学（宝山校区）,725,否,50,400,138,119,130
宝山区,上海市吴淞中学附属宝山实验学,上海市行知中学,745.5,否,50,407,140,125,145
宝山区,上海市吴淞中学附属宝山实验学,上海大学附属中学,712,否,50,384,116,123,136
宝山区,上海市吴淞中学附属宝山实验学,上海师范大学附属中学宝山分校,723,否,50,396,124,131,131
宝山区,上海市吴淞中学附属宝山实验学,上海市吴淞中学,726.5,否,50,405,130,131,133
宝山区,上海市吴淞中学附属宝山实验学,华东师范大学第二附属中学（宝山校区）,757,否,50,419,142,133,142
宝山区,上海民办宝莲中学,上海市行知中学,737.5,否,50,406.5,135,129,137
宝山区,上海民办宝莲中学,上海大学附属中学,721,否,50,402,137,123,133
宝山区,上海民办宝莲中学,上海师范大学附属中学宝山分校,737.5,否,50,401,125,135,140
宝山区,上海民办宝莲中学,上海市吴淞中学,728.5,否,50,392,133,119,141
宝山区,上海民办宝莲中学,华东师范大学第二附属中学（宝山校区）,758.5,否,50,420.5,142,132,143
宝山区,上海市吴淞第二中学,上海市行知中学,705,否,50,387.5,136,117,133
宝山区,上海市吴淞第二中学,上海大学附属中学,707.5,否,50,386.5,118,137,128
宝山区,上海市吴淞第二中学,上海师范大学附属中学宝山分校,704,否,50,380,108,129,131
宝山区,上海市吴淞第二中学,上海市吴淞中学,714.5,否,50,390,137,116,138
宝山区,上海市吴淞第二中学,华东师范大学第二附属中学（宝山校区）,735,否,50,405.5,133,128,138
宝山区,上海市虎林中学,复旦大学附属中学,749,否,50,411.5,144,120,142
宝山区,上海市虎林中学,上海市行知中学,721.5,否,50,390,128,124,143
宝山区,上海市虎林中学,上海大学附属中学,701.5,否,50,393,133,119,119
宝山区,上海市虎林中学,上海师范大学附属中学宝山分校,734,否,50,401,133,125,142
宝山区,上海市虎林中学,上海市吴淞中学,701.5,否,50,370.5,115,117,135
宝山区,上海市虎林中学,华东师范大学第二附属中学（宝山校区）,749,否,50,411,129,137,139
宝山区,上海市泗塘中学,上海市行知中学,734.5,否,50,409.5,134,134,134
宝山区,上海市泗塘中学,上海大学附属中学,719.5,否,50,398.5,131,127,132
宝山区,上海市泗塘中学,上海师范大学附属中学宝山分校,720.5,否,50,393.5,124,129,135
宝山区,上海市泗塘中学,上海市吴淞中学,731.5,否,50,393.5,119,132,141
宝山区,上海市泗塘中学,华东师范大学第二附属中学（宝山校区）,760,否,50,417,144,126,145
宝山区,上海市宝山区求真中学北校,上海市行知中学,738.5,否,50,403.5,137,122,140
宝山区,上海市宝山区求真中学北校,上海大学附属中学,727,否,50,402,139,121,140
宝山区,上海市宝山区求真中学北校,上海师范大学附属中学宝山分校,729.5,否,50,395.5,134,130,139
宝山区,上海市宝山区求真中学北校,上海市吴淞中学,718,否,50,387.5,127,119,144
宝山区,上海市宝山区求真中学北校,华东师范大学第二附属中学（宝山校区）,749,否,50,412.5,148,123,144
宝山区,上海市宝山区求真中学南校,上海市行知中学,716,否,50,396,134,127,128
宝山区,上海市宝山区求真中学南校,上海大学附属中学,709.5,否,50,386,123,127,129
宝山区,上海市宝山区求真中学南校,上海师范大学附属中学宝山分校,714,否,50,388,131,125,134
宝山区,上海市宝山区求真中学南校,上海市吴淞中学,704.5,否,50,377.5,136,115,135
宝山区,上海市宝山区求真中学南校,华东师范大学第二附属中学（宝山校区）,721,否,50,396,122,132,129
宝山区,上海市长江第二中学,上海市行知中学,732.5,否,50,397.5,134,120,141
宝山区,上海市长江第二中学,上海大学附属中学,714.5,否,50,392.5,115,131,130
宝山区,上海市长江第二中学,上海师范大学附属中学宝山分校,712,否,50,384.5,119,124,135
宝山区,上海市长江第二中学,上海市吴淞中学,720,否,50,395,117,133,132
宝山区,上海市长江第二中学,华东师范大学第二附属中学（宝山校区）,760,否,50,418.5,142,133,147
宝山区,上海市宝山区求真中学,上海交通大学附属中学,764,否,50,417,137,136,150
宝山区,上海市宝山区求真中学,上海市行知中学,739,否,50,402,133,129,144
宝山区,上海市宝山区求真中学,上海大学附属中学,722.5,否,50,391.5,127,120,142
宝山区,上海市宝山区求真中学,上海师范大学附属中学宝山分校,737.5,否,50,409.5,137,129,137
宝山区,上海市宝山区求真中学,上海市吴淞中学,726.5,否,50,393.5,131,124,138
宝山区,上海市宝山区求真中学,华东师范大学第二附属中学（宝山校区）,758,否,50,418,144,131,142
宝山区,上海市大场中学,上海市行知中学,742.5,否,50,402.5,138,123,144
宝山区,上海市大场中学,上海大学附属中学,723.5,否,50,391.5,129,119,137
宝山区,上海市大场中学,上海师范大学附属中学宝山分校,735.5,否,50,399.5,127,130,141
宝山区,上海市大场中学,上海市吴淞中学,727.5,否,50,395.5,131,122,144
宝山区,上海市大场中学,华东师范大学第二附属中学（宝山校区）,746,否,50,411,141,129,141
宝山区,上海市大华中学,上海市行知中学,748.5,否,50,409.5,136,132,147
宝山区,上海市大华中学,上海大学附属中学,718.5,否,50,394.5,129,128,132
宝山区,上海市大华中学,上海师范大学附属中学宝山分校,731,否,50,399,118,139,138
宝山区,上海市大华中学,上海市吴淞中学,716,否,50,400,127,131,128
宝山区,上海市大华中学,华东师范大学第二附属中学（宝山校区）,756,否,50,417,141,132,144
宝山区,上海市月浦中学,上海市行知中学,740,否,50,410,135,131,137
宝山区,上海市月浦中学,上海大学附属中学,718,否,50,378,113,125,146
宝山区,上海市月浦中学,上海师范大学附属中学宝山分校,719,否,50,391,122,124,131
宝山区,上海市月浦中学,上海市吴淞中学,720.5,否,50,406.5,129,132,120
宝山区,上海市月浦中学,华东师范大学第二附属中学（宝山校区）,670.5,否,50,360.5,109,117,120
宝山区,上海市宝山华曜附属罗泾中学,上海市行知中学,743,否,50,413,132,133,135
宝山区,上海市宝山华曜附属罗泾中学,上海大学附属中学,704.5,否,50,383.5,114,126,130
宝山区,上海市宝山华曜附属罗泾中学,上海师范大学附属中学宝山分校,706,否,50,389.5,139,116,130
宝山区,上海市宝山华曜附属罗泾中学,上海市吴淞中学,715,否,50,398.5,127,128,130
宝山区,上海市宝山华曜附属罗泾中学,华东师范大学第二附属中学（宝山校区）,752.5,否,50,412.5,145,128,142
宝山区,上海市罗南中学,上海市行知中学,751,否,50,410.5,140,125,144
宝山区,上海市罗南中学,上海大学附属中学,730.5,否,50,400.5,121,133,137
宝山区,上海市罗南中学,上海师范大学附属中学宝山分校,738.5,否,50,398.5,129,130,143
宝山区,上海市罗南中学,上海市吴淞中学,720.5,否,50,396.5,133,127,135
宝山区,上海市罗南中学,华东师范大学第二附属中学（宝山校区）,761,否,50,419,146,127,145
宝山区,上海市民办交华中学,上海市行知中学,742.5,否,50,407.5,126,134,136
宝山区,上海市民办交华中学,上海大学附属中学,722,否,50,395,122,127,137
宝山区,上海市民办交华中学,上海师范大学附属中学宝山分校,742,否,50,413,133,133,133
宝山区,上海市民办交华中学,上海市吴淞中学,716.5,否,50,389.5,124,124,138
宝山区,上海市民办交华中学,华东师范大学第二附属中学（宝山校区）,758.5,否,50,424.5,141,135,141
宝山区,上海市宝山实验学校高境分校,上海市行知中学,722.5,否,50,388.5,128,119,142
宝山区,上海市宝山实验学校高境分校,上海大学附属中学,704.5,否,50,383.5,126,118,131
宝山区,上海市宝山实验学校高境分校,上海师范大学附属中学宝山分校,729.5,否,50,399.5,134,126,135
宝山区,上海市宝山实验学校高境分校,上海市吴淞中学,713,否,50,377.5,111,124,139
宝山区,上海市宝山实验学校高境分校,华东师范大学第二附属中学（宝山校区）,759,否,50,416,140,130,145
宝山区,上海市宝山实验学校高境分校,华东师范大学第二附属中学,756.5,否,50,413.5,144,125,148
宝山区,上海市宝山区罗店第二中学,上海市行知中学,717.5,否,50,383,121,122,137
宝山区,上海市宝山区罗店第二中学,上海大学附属中学,711.5,否,50,387.5,113,130,134
宝山区,上海市宝山区罗店第二中学,上海师范大学附属中学宝山分校,716.5,否,50,392,143,110,133
宝山区,上海市宝山区罗店第二中学,上海市吴淞中学,709.5,否,50,379.5,125,122,137
宝山区,上海市宝山区罗店第二中学,华东师范大学第二附属中学（宝山校区）,735,否,50,391.5,134,114,146
宝山区,上海市宝山区罗店第二中学,华东师范大学第二附属中学,760.5,否,50,417,144,126,146
宝山区,上海市宝山区乐之中学,上海市行知中学,718.5,否,50,398.5,134,124,136
宝山区,上海市宝山区乐之中学,上海大学附属中学,718,否,50,390.5,127,124,139
宝山区,上海市宝山区乐之中学,上海师范大学附属中学宝山分校,753.5,否,50,420.5,139,136,140
宝山区,上海市宝山区乐之中学,上海市吴淞中学,718,否,50,388,127,122,141
宝山区,上海市宝山区乐之中学,华东师范大学第二附属中学（宝山校区）,746.5,否,50,415,145,130,140
宝山区,上海市宝山区美兰湖中学,上海市行知中学,733,否,50,404,139,124,136
宝山区,上海市宝山区美兰湖中学,上海大学附属中学,725.5,否,50,395.5,120,133,135
宝山区,上海市宝山区美兰湖中学,上海师范大学附属中学宝山分校,724.5,否,50,403.5,133,124,126
宝山区,上海市宝山区美兰湖中学,上海市吴淞中学,718,否,50,394,134,118,131
宝山区,上海市宝山区美兰湖中学,华东师范大学第二附属中学（宝山校区）,761,否,50,421,142,132,143
宝山区,上海市宝山区杨泰实验中学,上海市行知中学,745,否,50,419.5,150,127,139
宝山区,上海市宝山区杨泰实验中学,上海大学附属中学,724,否,50,400,130,128,135
宝山区,上海市宝山区杨泰实验中学,上海师范大学附属中学宝山分校,741,否,50,403,143,115,145
宝山区,上海市宝山区杨泰实验中学,上海市吴淞中学,726,否,50,400,140,123,136
宝山区,上海市宝山区杨泰实验中学,华东师范大学第二附属中学（宝山校区）,753.5,否,50,418.5,142,129,140
宝山区,上海师范大学附属宝山经纬实验中学,上海市行知中学,741,否,50,407,133,135,139
宝山区,上海师范大学附属宝山经纬实验中学,上海大学附属中学,721.5,否,50,396.5,132,127,137
宝山区,上海师范大学附属宝山经纬实验中学,上海师范大学附属中学宝山分校,744,否,50,404,144,126,143
宝山区,上海师范大学附属宝山经纬实验中学,上海市吴淞中学,716.5,否,50,391.5,117,131,136
宝山区,上海师范大学附属宝山经纬实验中学,华东师范大学第二附属中学（宝山校区）,760,否,50,418,137,134,144
宝山区,上海师范大学附属宝山罗店中学,上海市行知中学,712,否,50,390,130,126,127
宝山区,上海师范大学附属宝山罗店中学,上海大学附属中学,718,否,50,379.5,117,124,142
宝山区,上海师范大学附属宝山罗店中学,上海师范大学附属中学宝山分校,741,否,50,407.5,135,130,139
宝山区,上海师范大学附属宝山罗店中学,上海市吴淞中学,708.5,否,50,384.5,114,129,129
宝山区,上海师范大学附属宝山罗店中学,华东师范大学第二附属中学（宝山校区）,743,否,50,405,132,128,142
宝山区,上海师范大学附属宝山罗店中学,华东师范大学第二附属中学,745.5,否,50,415.5,139,130,136
宝山区,上海市宝山中学,上海市行知中学,747,否,50,408.5,146,119,145
宝山区,上海市宝山中学,上海大学附属中学,728,否,50,397,134,124,140
宝山区,上海市宝山中学,上海师范大学附属中学宝山分校,735,否,50,400,135,124,140
宝山区,上海市宝山中学,上海市吴淞中学,733.5,否,50,400.5,132,121,140
宝山区,上海市宝山中学,华东师范大学第二附属中学（宝山校区）,756.5,否,50,418.5,146,129,141
宝山区,上海市顾村中学,上海市行知中学,728.5,否,50,397.5,146,126,140
宝山区,上海市顾村中学,上海大学附属中学,719.5,否,50,397.5,131,136,134
宝山区,上海市顾村中学,上海师范大学附属中学宝山分校,729,否,50,405,127,132,130
宝山区,上海市顾村中学,上海市吴淞中学,715,否,50,390,127,122,134
宝山区,上海市顾村中学,华东师范大学第二附属中学（宝山校区）,740,否,50,411,136,128,136
宝山区,上海市行知实验中学,上海市行知中学,743,否,50,408,140,129,145
宝山区,上海市行知实验中学,上海大学附属中学,718.5,否,50,382,117,125,142
宝山区,上海市行知实验中学,上海师范大学附属中学宝山分校,731.5,否,50,400.5,136,122,139
宝山区,上海市行知实验中学,上海市吴淞中学,716.5,否,50,391,123,128,134
宝山区,上海市行知实验中学,华东师范大学第二附属中学（宝山校区）,746,否,50,410.5,144,129,140
宝山区,上海市盛桥中学,上海市行知中学,719.5,否,50,393,140,119,134
宝山区,上海市盛桥中学,上海大学附属中学,700.5,否,50,381,116,129,124
宝山区,上海市盛桥中学,上海师范大学附属中学宝山分校,700.5,否,50,393.5,122,129,121
宝山区,上海市盛桥中学,上海市吴淞中学,688,否,50,374,111,124,119
宝山区,上海市盛桥中学,华东师范大学第二附属中学（宝山校区）,729.5,否,50,397.5,131,125,138
宝山区,上海市同洲模范学校,上海交通大学附属中学,763.5,否,50,425.5,144,134,144
宝山区,上海市同洲模范学校,上海市行知中学,741.5,否,50,413.5,140,131,135
宝山区,上海市同洲模范学校,上海大学附属中学,729,否,50,396,125,125,141
宝山区,上海市同洲模范学校,上海师范大学附属中学宝山分校,735,否,50,403,133,131,137
宝山区,上海市同洲模范学校,上海市吴淞中学,725.5,否,50,396,133,121,141
宝山区,上海市同洲模范学校,华东师范大学第二附属中学（宝山校区）,757.5,否,50,415.5,139,128,145
