区,初中学校,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
闵行区,华东师范大学第二附属中学附属初级中学,上海市上海中学,763.5,否,50,421.5,140,136,144
闵行区,华东师范大学第二附属中学附属初级中学,上海市七宝中学,755.5,否,50,415,140,133,145
闵行区,华东师范大学第二附属中学附属初级中学,华东师范大学第二附属中学闵行紫竹分校,758.5,否,50,421.5,144,131,146
闵行区,华东师范大学第二附属中学附属初级中学,上海师范大学附属中学闵行分校,741.5,否,50,402.5,127,136,143
闵行区,华东师范大学第二附属中学附属初级中学,上海交通大学附属中学闵行分校,761,否,50,415,142,129,150
闵行区,华东师范大学第二附属中学附属初级中学,上海市闵行中学,735.5,否,50,399.5,131,130,143
闵行区,上海市闵行区浦航实验中学,上海市第二中学（梅陇校区）,733.5,否,50,399.5,130,125,139
闵行区,上海市闵行区浦航实验中学,上海交通大学附属中学,771,否,50,424,142,135,148
闵行区,上海市闵行区浦航实验中学,上海市七宝中学,753.5,否,50,422.5,146,131,137
闵行区,上海市闵行区浦航实验中学,华东师范大学第二附属中学闵行紫竹分校,753,否,50,423,148,134,137
闵行区,上海市闵行区浦航实验中学,上海师范大学附属中学闵行分校,741.5,否,50,405.5,136,128,140
闵行区,上海市闵行区浦航实验中学,上海交通大学附属中学闵行分校,753,否,50,411,150,116,147
闵行区,上海市闵行区浦航实验中学,上海市闵行中学,734,否,50,401.5,131,131,137
闵行区,上海市闵行区马桥复旦万科实验中学,上海市向明中学（浦江校区）,740,否,50,405,137,122,140
闵行区,上海市闵行区马桥复旦万科实验中学,上海市第二中学（梅陇校区）,742,否,50,408,142,122,144
闵行区,上海市闵行区马桥复旦万科实验中学,上海市七宝中学,755.5,否,50,414.5,142,128,143
闵行区,上海市闵行区马桥复旦万科实验中学,华东师范大学第二附属中学闵行紫竹分校,753.5,否,50,414.5,133,135,143
闵行区,上海市闵行区马桥复旦万科实验中学,上海师范大学附属中学闵行分校,747.5,否,50,417.5,142,128,136
闵行区,上海市闵行区马桥复旦万科实验中学,上海交通大学附属中学闵行分校,762.5,否,50,417.5,146,127,148
闵行区,上海市闵行区马桥复旦万科实验中学,上海市闵行中学,740.5,否,50,407.5,142,131,138
闵行区,上海市闵行区马桥复旦万科实验中学,华东师范大学第二附属中学,768,否,50,426,140,139,144
闵行区,上海中医药大学附属闵行晶城中,上海市第二中学（梅陇校区）,745,否,50,407,128,133,141
闵行区,上海中医药大学附属闵行晶城中,上海市七宝中学,757.5,否,50,418.5,127,144,141
闵行区,上海中医药大学附属闵行晶城中,华东师范大学第二附属中学闵行紫竹分校,756.5,否,50,413.5,134,133,146
闵行区,上海中医药大学附属闵行晶城中,上海师范大学附属中学闵行分校,747,否,50,408,136,125,142
闵行区,上海中医药大学附属闵行晶城中,上海交通大学附属中学闵行分校,757,否,50,418,148,127,143
闵行区,上海中医药大学附属闵行晶城中,上海市闵行中学,736,否,50,406,134,128,133
闵行区,上海中医药大学附属闵行晶城中,上海师范大学附属中学,739.5,否,50,403,140,118,139
闵行区,上海师范大学附属闵行第三中学,上海市向明中学（浦江校区）,737,否,50,398,126,129,145
闵行区,上海师范大学附属闵行第三中学,上海市七宝中学,748.5,否,50,410.5,139,127,142
闵行区,上海师范大学附属闵行第三中学,华东师范大学第二附属中学闵行紫竹分校,747,否,50,413.5,140,133,141
闵行区,上海师范大学附属闵行第三中学,上海师范大学附属中学闵行分校,736.5,否,50,406,131,132,136
闵行区,上海师范大学附属闵行第三中学,上海交通大学附属中学闵行分校,756.5,否,50,419,132,143,142
闵行区,上海师范大学附属闵行第三中学,上海市闵行中学,732.5,否,50,397.5,133,126,140
闵行区,上海市闵行区田园外国语中学,上海市向明中学（浦江校区）,740.5,否,50,404.5,129,130,141
闵行区,上海市闵行区田园外国语中学,上海市上海中学,762.5,否,50,416.5,140,131,149
闵行区,上海市闵行区田园外国语中学,上海市七宝中学,758.5,否,50,425.5,148,134,139
闵行区,上海市闵行区田园外国语中学,华东师范大学第二附属中学闵行紫竹分校,756,否,50,419,142,133,139
闵行区,上海市闵行区田园外国语中学,上海师范大学附属中学闵行分校,745.5,否,50,411.5,142,126,142
闵行区,上海市闵行区田园外国语中学,上海交通大学附属中学闵行分校,755.5,否,50,414,141,127,147
闵行区,上海市闵行区田园外国语中学,上海市闵行中学,741,否,50,400,135,121,143
闵行区,上海市闵行中学附属实验中学,上海市向明中学（浦江校区）,739,否,50,407,134,127,138
闵行区,上海市闵行中学附属实验中学,上海市上海中学,763.5,否,50,420.5,145,130,147
闵行区,上海市闵行中学附属实验中学,上海市七宝中学,748.5,否,50,411.5,136,129,141
闵行区,上海市闵行中学附属实验中学,华东师范大学第二附属中学闵行紫竹分校,752.5,否,50,414.5,144,124,144
闵行区,上海市闵行中学附属实验中学,上海师范大学附属中学闵行分校,739.5,否,50,403.5,135,127,143
闵行区,上海市闵行中学附属实验中学,上海交通大学附属中学闵行分校,745.5,否,50,407.5,134,130,140
闵行区,上海市闵行中学附属实验中学,上海市闵行中学,740.5,否,50,402.5,133,130,143
闵行区,上海尚师初级中学,上海市向明中学（浦江校区）,743.5,否,50,402.5,135,126,145
闵行区,上海尚师初级中学,上海市第二中学（梅陇校区）,737,否,50,402,123,136,143
闵行区,上海尚师初级中学,上海市七宝中学,760.5,否,50,415.5,134,136,147
闵行区,上海尚师初级中学,华东师范大学第二附属中学闵行紫竹分校,760,否,50,421,140,133,141
闵行区,上海尚师初级中学,上海师范大学附属中学闵行分校,750,否,50,413,136,132,142
闵行区,上海尚师初级中学,上海交通大学附属中学闵行分校,770,否,50,424,146,132,149
闵行区,上海尚师初级中学,上海市闵行中学,729,否,50,408,140,120,130
闵行区,上海尚师初级中学,华东师范大学第二附属中学,766.5,否,50,427.5,150,134,146
闵行区,上海市骏博外国语学校,上海市第二中学（梅陇校区）,741.5,否,50,407.5,127,134,140
闵行区,上海市骏博外国语学校,上海交通大学附属中学,769,否,50,424,146,132,148
闵行区,上海市骏博外国语学校,上海市七宝中学,762.5,否,50,423.5,143,136,143
闵行区,上海市骏博外国语学校,华东师范大学第二附属中学闵行紫竹分校,751.5,否,50,417.5,148,129,140
闵行区,上海市骏博外国语学校,上海师范大学附属中学闵行分校,741.5,否,50,406.5,137,122,142
闵行区,上海市骏博外国语学校,上海交通大学附属中学闵行分校,767,否,50,420,146,129,149
闵行区,上海市骏博外国语学校,上海市闵行中学,726.5,否,50,400.5,132,123,134
闵行区,上海市闵行第三中学,上海市向明中学（浦江校区）,738,否,50,405,132,134,139
闵行区,上海市闵行第三中学,上海市七宝中学,729,否,50,397.5,135,124,137
闵行区,上海市闵行第三中学,华东师范大学第二附属中学闵行紫竹分校,744,否,50,403,130,131,145
闵行区,上海市闵行第三中学,上海师范大学附属中学闵行分校,735.5,否,50,409.5,140,126,131
闵行区,上海市闵行第三中学,上海交通大学附属中学闵行分校,754,否,50,411,141,132,146
闵行区,上海市闵行第三中学,上海市闵行中学,741.5,否,50,405.5,142,124,140
闵行区,上海交通大学附属第二中学,上海市向明中学（浦江校区）,739,否,50,392,125,126,148
闵行区,上海交通大学附属第二中学,上海市第二中学（梅陇校区）,748.5,否,50,406.5,132,131,145
闵行区,上海交通大学附属第二中学,上海市七宝中学,756.5,否,50,417.5,142,134,145
闵行区,上海交通大学附属第二中学,华东师范大学第二附属中学闵行紫竹分校,755.5,否,50,419.5,144,131,142
闵行区,上海交通大学附属第二中学,上海师范大学附属中学闵行分校,746,否,50,406,125,136,143
闵行区,上海交通大学附属第二中学,上海交通大学附属中学闵行分校,766,否,50,421,145,128,147
闵行区,上海交通大学附属第二中学,上海市闵行中学,741.5,否,50,401.5,127,129,144
闵行区,上海交通大学附属第二中学,华东师范大学第二附属中学,763,否,50,421,141,133,145
闵行区,上海市民办上宝中学,上海市向明中学（浦江校区）,741.5,否,50,406.5,142,119,138
闵行区,上海市民办上宝中学,上海市第二中学（梅陇校区）,740,否,50,405,126,133,137
闵行区,上海市民办上宝中学,上海市上海中学,770,否,50,425,149,131,148
闵行区,上海市民办上宝中学,上海市七宝中学,758.5,否,50,420.5,143,131,139
闵行区,上海市民办上宝中学,华东师范大学第二附属中学闵行紫竹分校,753,否,50,414,137,132,143
闵行区,上海市民办上宝中学,上海师范大学附属中学闵行分校,750.5,否,50,409.5,143,126,146
闵行区,上海市民办上宝中学,上海交通大学附属中学闵行分校,758.5,否,50,420.5,136,139,140
闵行区,上海市民办上宝中学,上海市闵行中学,737.5,否,50,402.5,132,135,141
闵行区,上海市七宝中学附属鑫都实验中,上海市向明中学（浦江校区）,735.5,否,50,411.5,136,131,131
闵行区,上海市七宝中学附属鑫都实验中,上海市第二中学（梅陇校区）,743.5,否,50,415.5,139,128,134
闵行区,上海市七宝中学附属鑫都实验中,上海市上海中学,770,否,50,425.5,146,134,148
闵行区,上海市七宝中学附属鑫都实验中,上海市七宝中学,758,否,50,422.5,141,136,141
闵行区,上海市七宝中学附属鑫都实验中,华东师范大学第二附属中学闵行紫竹分校,751.5,是,,,,,
闵行区,上海市七宝中学附属鑫都实验中,上海师范大学附属中学闵行分校,747,否,50,406,135,128,143
闵行区,上海市七宝中学附属鑫都实验中,上海交通大学附属中学闵行分校,759.5,否,50,422,140,138,142
闵行区,上海市七宝中学附属鑫都实验中,上海市闵行中学,739,否,50,405,132,132,137
闵行区,上海市文来中学,上海市向明中学（浦江校区）,740,否,50,407,131,133,139
闵行区,上海市文来中学,上海市第二中学（梅陇校区）,738,否,50,410,146,125,136
闵行区,上海市文来中学,上海交通大学附属中学,768,否,50,428,147,135,146
闵行区,上海市文来中学,上海市七宝中学,762.5,否,50,421.5,147,132,144
闵行区,上海市文来中学,华东师范大学第二附属中学闵行紫竹分校,754,否,50,414,134,137,144
闵行区,上海市文来中学,上海师范大学附属中学闵行分校,742.5,否,50,403,124,132,142
闵行区,上海市文来中学,上海交通大学附属中学闵行分校,758,否,50,416,144,130,147
闵行区,上海市文来中学,上海市闵行中学,732.5,否,50,400.5,141,117,141
闵行区,上海市民办文绮中学,上海市第二中学（梅陇校区）,739.5,否,50,404.5,138,129,141
闵行区,上海市民办文绮中学,上海交通大学附属中学,771,否,50,427,146,134,146
闵行区,上海市民办文绮中学,上海市七宝中学,749.5,否,50,414.5,146,125,147
闵行区,上海市民办文绮中学,华东师范大学第二附属中学闵行紫竹分校,755.5,否,50,421.5,145,133,140
闵行区,上海市民办文绮中学,上海师范大学附属中学闵行分校,745,否,50,409,131,134,139
闵行区,上海市民办文绮中学,上海交通大学附属中学闵行分校,758.5,否,50,418.5,140,132,146
闵行区,上海市民办文绮中学,上海市闵行中学,743,否,50,401,138,128,145
闵行区,上海闵行区协和双语教科学校,上海市向明中学（浦江校区）,723,否,50,386,134,122,146
闵行区,上海闵行区协和双语教科学校,上海市第二中学（梅陇校区）,736.5,否,50,400.5,131,125,142
闵行区,上海闵行区协和双语教科学校,上海市七宝中学,767.5,否,50,423,146,129,148
闵行区,上海闵行区协和双语教科学校,华东师范大学第二附属中学闵行紫竹分校,758,否,50,417,140,130,147
闵行区,上海闵行区协和双语教科学校,上海师范大学附属中学闵行分校,734.5,否,50,403,143,118,139
闵行区,上海闵行区协和双语教科学校,上海交通大学附属中学闵行分校,761,否,50,420,143,129,147
闵行区,上海闵行区协和双语教科学校,上海市闵行中学,726,否,50,403,122,133,131
闵行区,上海闵行区协和双语教科学校,上海师范大学附属中学,739,否,50,403,124,134,143
闵行区,上海市闵行区诸翟学校,上海市向明中学（浦江校区）,739,否,50,399,129,126,142
闵行区,上海市闵行区诸翟学校,上海市七宝中学,747.5,否,50,409.5,136,128,142
闵行区,上海市闵行区诸翟学校,华东师范大学第二附属中学闵行紫竹分校,742.5,否,50,406.5,136,130,141
闵行区,上海市闵行区诸翟学校,上海师范大学附属中学闵行分校,729.5,否,50,396,125,128,140
闵行区,上海市闵行区诸翟学校,上海交通大学附属中学闵行分校,732,否,50,397.5,138,133,144
闵行区,上海市闵行区诸翟学校,上海市闵行中学,728.5,否,50,393.5,124,126,138
闵行区,上海市闵行区诸翟学校,华东师范大学第二附属中学,758.5,否,50,421.5,149,123,144
闵行区,华东师范大学附属闵行虹桥学校,上海市第二中学（梅陇校区）,736.5,否,50,402.5,126,132,138
闵行区,华东师范大学附属闵行虹桥学校,上海市七宝中学,753.5,否,50,417.5,144,130,142
闵行区,华东师范大学附属闵行虹桥学校,华东师范大学第二附属中学闵行紫竹分校,748,否,50,408,139,123,142
闵行区,华东师范大学附属闵行虹桥学校,上海师范大学附属中学闵行分校,730,否,50,394,142,112,142
闵行区,华东师范大学附属闵行虹桥学校,上海交通大学附属中学闵行分校,761,否,50,419,143,133,146
闵行区,华东师范大学附属闵行虹桥学校,上海市闵行中学,718,否,50,385,110,134,137
闵行区,华东师范大学附属闵行虹桥学校,上海师范大学附属中学,724.5,否,50,393.5,125,127,136
闵行区,上海市莘光学校,上海市向明中学（浦江校区）,742,否,50,408,133,135,140
闵行区,上海市莘光学校,上海市第二中学（梅陇校区）,744.5,否,50,408.5,129,135,140
闵行区,上海市莘光学校,复旦大学附属中学,770,否,50,428,146,136,148
闵行区,上海市莘光学校,上海市七宝中学,763,否,50,424,145,132,143
闵行区,上海市莘光学校,华东师范大学第二附属中学闵行紫竹分校,754.5,否,50,419.5,146,131,140
闵行区,上海市莘光学校,上海师范大学附属中学闵行分校,749,否,50,414,140,131,141
闵行区,上海市莘光学校,上海交通大学附属中学闵行分校,759,否,50,426,150,130,139
闵行区,上海市莘光学校,上海市闵行中学,741,否,50,413,140,128,135
闵行区,上海市闵行区纪王学校,上海市向明中学（浦江校区）,729.5,否,50,397.5,135,123,138
闵行区,上海市闵行区纪王学校,复旦大学附属中学,743.5,否,50,400.5,134,124,147
闵行区,上海市闵行区纪王学校,上海市七宝中学,730,否,50,398,132,122,141
闵行区,上海市闵行区纪王学校,华东师范大学第二附属中学闵行紫竹分校,729,否,50,391,119,127,145
闵行区,上海市闵行区纪王学校,上海师范大学附属中学闵行分校,725.5,否,50,393.5,124,127,137
闵行区,上海市闵行区纪王学校,上海交通大学附属中学闵行分校,725,否,50,400,134,125,142
闵行区,上海市闵行区纪王学校,上海市闵行中学,724.5,否,50,390.5,123,123,140
闵行区,上海市马桥强恕学校,上海市第二中学（梅陇校区）,722.5,否,50,395.5,127,127,138
闵行区,上海市马桥强恕学校,上海市七宝中学,729.5,否,50,400.5,129,128,140
闵行区,上海市马桥强恕学校,华东师范大学第二附属中学闵行紫竹分校,728.5,否,50,397,132,123,139
闵行区,上海市马桥强恕学校,上海师范大学附属中学闵行分校,733.5,否,50,400.5,122,139,140
闵行区,上海市马桥强恕学校,上海交通大学附属中学闵行分校,717.5,否,50,381.5,118,121,140
闵行区,上海市马桥强恕学校,上海市闵行中学,724.5,否,50,394.5,132,123,141
闵行区,上海市古美学校,上海市第二中学（梅陇校区）,731.5,否,50,406.5,133,129,132
闵行区,上海市古美学校,上海市七宝中学,749.5,否,50,410.5,136,127,143
闵行区,上海市古美学校,华东师范大学第二附属中学闵行紫竹分校,740,否,50,405,142,125,141
闵行区,上海市古美学校,上海师范大学附属中学闵行分校,735.5,否,50,403,131,129,139
闵行区,上海市古美学校,上海交通大学附属中学闵行分校,753.5,否,50,411.5,137,131,144
闵行区,上海市古美学校,上海市闵行中学,727.5,否,50,404,139,124,134
闵行区,上海师范大学康城实验学校,上海市向明中学（浦江校区）,733,否,50,393.5,128,125,144
闵行区,上海师范大学康城实验学校,上海市第二中学（梅陇校区）,742,否,50,410,134,135,136
闵行区,上海师范大学康城实验学校,上海市七宝中学,756.5,否,50,413.5,137,133,143
闵行区,上海师范大学康城实验学校,华东师范大学第二附属中学闵行紫竹分校,752,否,50,410,144,128,146
闵行区,上海师范大学康城实验学校,上海师范大学附属中学闵行分校,743.5,否,50,414.5,134,134,140
闵行区,上海师范大学康城实验学校,上海交通大学附属中学闵行分校,754,否,50,418,140,131,140
闵行区,上海师范大学康城实验学校,上海市闵行中学,737.5,否,50,402.5,130,128,142
闵行区,上海市莘城学校,上海市第二中学（梅陇校区）,750.5,否,50,412.5,148,124,144
闵行区,上海市莘城学校,上海市七宝中学,760.5,否,50,423.5,146,130,141
闵行区,上海市莘城学校,华东师范大学第二附属中学闵行紫竹分校,756.5,否,50,418.5,143,132,145
闵行区,上海市莘城学校,上海师范大学附属中学闵行分校,750.5,否,50,416.5,144,124,142
闵行区,上海市莘城学校,上海交通大学附属中学闵行分校,763,否,50,420,145,130,146
闵行区,上海市莘城学校,上海市闵行中学,741.5,否,50,405.5,136,122,140
闵行区,上海市闵行区明星学校,上海市第二中学（梅陇校区）,740,否,50,414,135,134,131
闵行区,上海市闵行区明星学校,上海市七宝中学,755,否,50,414,135,135,145
闵行区,上海市闵行区明星学校,华东师范大学第二附属中学闵行紫竹分校,751.5,否,50,419.5,146,129,139
闵行区,上海市闵行区明星学校,上海师范大学附属中学闵行分校,741.5,否,50,403.5,129,127,142
闵行区,上海市闵行区明星学校,上海交通大学附属中学闵行分校,757,否,50,415,137,136,145
闵行区,上海市闵行区明星学校,上海市闵行中学,743,否,50,403,133,127,147
闵行区,上海市闵行区明星学校,上海师范大学附属中学,747,否,50,417,144,131,139
闵行区,上海市闵行区文来实验学校,上海市第二中学（梅陇校区）,730.5,否,50,394.5,123,126,141
闵行区,上海市闵行区文来实验学校,复旦大学附属中学,759.5,否,50,416.5,146,126,146
闵行区,上海市闵行区文来实验学校,上海市七宝中学,755,否,50,418,141,130,142
闵行区,上海市闵行区文来实验学校,华东师范大学第二附属中学闵行紫竹分校,751,否,50,408,140,124,146
闵行区,上海市闵行区文来实验学校,上海师范大学附属中学闵行分校,745.5,否,50,405.5,134,132,144
闵行区,上海市闵行区文来实验学校,上海交通大学附属中学闵行分校,762,否,50,420.5,139,136,145
闵行区,上海市闵行区文来实验学校,上海市闵行中学,731,否,50,395,121,132,140
闵行区,上海市闵行区君莲学校,上海市第二中学（梅陇校区）,734,否,50,407,125,137,133
闵行区,上海市闵行区君莲学校,上海交通大学附属中学,759,否,50,423,143,133,143
闵行区,上海市闵行区君莲学校,上海市七宝中学,754.5,否,50,420.5,146,131,142
闵行区,上海市闵行区君莲学校,华东师范大学第二附属中学闵行紫竹分校,736,否,50,404,127,131,141
闵行区,上海市闵行区君莲学校,上海师范大学附属中学闵行分校,739.5,否,50,409.5,141,128,137
闵行区,上海市闵行区君莲学校,上海交通大学附属中学闵行分校,764,否,50,420,145,129,148
闵行区,上海市闵行区君莲学校,上海市闵行中学,730.5,否,50,403.5,130,131,135
闵行区,上海市闵行区华漕学校,上海市向明中学（浦江校区）,736.5,否,50,394.5,121,128,144
闵行区,上海市闵行区华漕学校,上海市第二中学（梅陇校区）,739.5,否,50,404.5,132,128,139
闵行区,上海市闵行区华漕学校,上海市七宝中学,756,否,50,414,146,123,145
闵行区,上海市闵行区华漕学校,华东师范大学第二附属中学闵行紫竹分校,752,否,50,415,141,128,145
闵行区,上海市闵行区华漕学校,上海师范大学附属中学闵行分校,747.5,否,50,403.5,139,125,149
闵行区,上海市闵行区华漕学校,上海交通大学附属中学闵行分校,757,否,50,414,134,132,146
闵行区,上海市闵行区华漕学校,上海市闵行中学,728,否,50,396.5,125,129,142
闵行区,上海世外教育附属浦江外国语学,上海市第二中学（梅陇校区）,743,否,50,408,134,126,141
闵行区,上海世外教育附属浦江外国语学,上海市七宝中学,755.5,否,50,419.5,144,134,146
闵行区,上海世外教育附属浦江外国语学,华东师范大学第二附属中学闵行紫竹分校,753,否,50,416,146,130,142
闵行区,上海世外教育附属浦江外国语学,上海师范大学附属中学闵行分校,738,否,50,406,132,132,137
闵行区,上海世外教育附属浦江外国语学,上海交通大学附属中学闵行分校,765.5,否,50,421.5,147,132,146
闵行区,上海世外教育附属浦江外国语学,上海市闵行中学,737,否,50,402,139,121,139
闵行区,上海交通大学附属闵行马桥实验学校,上海市向明中学（浦江校区）,740.5,否,50,406.5,139,125,138
闵行区,上海交通大学附属闵行马桥实验学校,上海市上海中学,769,否,50,427,144,139,144
闵行区,上海交通大学附属闵行马桥实验学校,上海市七宝中学,756,否,50,422.5,146,134,138
闵行区,上海交通大学附属闵行马桥实验学校,华东师范大学第二附属中学闵行紫竹分校,753.5,否,50,411.5,146,120,147
闵行区,上海交通大学附属闵行马桥实验学校,上海师范大学附属中学闵行分校,743,否,50,407,142,121,142
闵行区,上海交通大学附属闵行马桥实验学校,上海交通大学附属中学闵行分校,718,否,50,396,125,126,128
闵行区,上海交通大学附属闵行马桥实验学校,上海市闵行中学,732.5,否,50,407,132,132,132
闵行区,上海市闵行区七宝文来学校,上海市第二中学（梅陇校区）,737,否,50,407,132,132,136
闵行区,上海市闵行区七宝文来学校,复旦大学附属中学,766.5,否,50,426.5,146,134,142
闵行区,上海市闵行区七宝文来学校,上海市七宝中学,761.5,否,50,421.5,146,127,142
闵行区,上海市闵行区七宝文来学校,华东师范大学第二附属中学闵行紫竹分校,749,否,50,414,142,126,141
闵行区,上海市闵行区七宝文来学校,上海师范大学附属中学闵行分校,747,否,50,416.5,138,134,140
闵行区,上海市闵行区七宝文来学校,上海交通大学附属中学闵行分校,761.5,否,50,421.5,144,129,144
闵行区,上海市闵行区七宝文来学校,上海市闵行中学,735.5,否,50,407.5,141,125,133
闵行区,上海师范大学附属中学闵行实验学校,上海市第二中学（梅陇校区）,735,否,50,399,117,135,142
闵行区,上海师范大学附属中学闵行实验学校,上海市七宝中学,695.5,否,50,379.5,115,124,124
闵行区,上海师范大学附属中学闵行实验学校,华东师范大学第二附属中学闵行紫竹分校,752,否,50,418.5,145,128,141
闵行区,上海师范大学附属中学闵行实验学校,上海师范大学附属中学闵行分校,749,否,50,416,141,132,137
闵行区,上海师范大学附属中学闵行实验学校,上海交通大学附属中学闵行分校,771,否,50,424,150,133,149
闵行区,上海师范大学附属中学闵行实验学校,上海市闵行中学,728,否,50,399,126,129,134
闵行区,上海师范大学附属中学闵行实验学校,上海师范大学附属中学,742,否,50,405,138,124,138
闵行区,华东理工大学附属闵行梅陇实验学校,上海市第二中学（梅陇校区）,743,否,50,409.5,136,126,142
闵行区,华东理工大学附属闵行梅陇实验学校,上海市上海中学,762,否,50,425,146,132,144
闵行区,华东理工大学附属闵行梅陇实验学校,上海市七宝中学,748.5,否,50,412,144,131,146
闵行区,华东理工大学附属闵行梅陇实验学校,华东师范大学第二附属中学闵行紫竹分校,757,否,50,421,139,136,144
闵行区,华东理工大学附属闵行梅陇实验学校,上海师范大学附属中学闵行分校,730.5,否,50,397.5,126,126,138
闵行区,华东理工大学附属闵行梅陇实验学校,上海交通大学附属中学闵行分校,747,否,50,410,141,126,142
闵行区,华东理工大学附属闵行梅陇实验学校,上海市闵行中学,725.5,否,50,400.5,136,121,138
闵行区,华东师范大学附属闵行永德学校,上海市向明中学（浦江校区）,743.5,否,50,398.5,121,131,147
闵行区,华东师范大学附属闵行永德学校,上海市七宝中学,739,否,50,405,134,130,140
闵行区,华东师范大学附属闵行永德学校,华东师范大学第二附属中学闵行紫竹分校,750,否,50,411,139,128,145
闵行区,华东师范大学附属闵行永德学校,上海师范大学附属中学闵行分校,745,否,50,406,140,120,144
闵行区,华东师范大学附属闵行永德学校,上海交通大学附属中学闵行分校,747.5,否,50,408.5,136,128,141
闵行区,华东师范大学附属闵行永德学校,上海市闵行中学,730,否,50,395,129,128,142
闵行区,华东师范大学附属闵行永德学校,上海师范大学附属中学,742,否,50,405.5,136,128,142
闵行区,上海市民办德英乐实验学校,上海市向明中学（浦江校区）,743.5,否,50,400.5,138,118,146
闵行区,上海市民办德英乐实验学校,上海市七宝中学,762.5,否,50,419.5,148,126,147
闵行区,上海市民办德英乐实验学校,华东师范大学第二附属中学闵行紫竹分校,758.5,否,50,423.5,146,131,139
闵行区,上海市民办德英乐实验学校,上海师范大学附属中学闵行分校,749,否,50,406,134,129,148
闵行区,上海市民办德英乐实验学校,上海交通大学附属中学闵行分校,766,否,50,426,143,137,143
闵行区,上海市民办德英乐实验学校,上海市闵行中学,733.5,否,50,395.5,129,125,139
闵行区,上海市燎原双语学校,上海市第二中学（梅陇校区）,720,否,50,397,137,118,141
闵行区,上海市燎原双语学校,上海市上海中学,736,否,50,405,134,128,143
闵行区,上海市燎原双语学校,上海市七宝中学,734,否,50,407,140,128,135
闵行区,上海市燎原双语学校,华东师范大学第二附属中学闵行紫竹分校,728,否,50,396.5,124,128,138
闵行区,上海市燎原双语学校,上海师范大学附属中学闵行分校,721.5,否,50,396,126,126,136
闵行区,上海市燎原双语学校,上海交通大学附属中学闵行分校,731.5,否,50,401.5,137,126,137
闵行区,上海市燎原双语学校,上海市闵行中学,709.5,否,50,382,118,119,140
闵行区,上海市民办协和双语尚音学校,上海市向明中学（浦江校区）,727.5,否,50,394,131,119,139
闵行区,上海市民办协和双语尚音学校,上海市上海中学,757,否,50,415,139,130,147
闵行区,上海市民办协和双语尚音学校,上海市七宝中学,754.5,否,50,414.5,136,132,145
闵行区,上海市民办协和双语尚音学校,华东师范大学第二附属中学闵行紫竹分校,733.5,否,50,407.5,137,123,134
闵行区,上海市民办协和双语尚音学校,上海师范大学附属中学闵行分校,728.5,否,50,397.5,125,126,133
闵行区,上海市民办协和双语尚音学校,上海交通大学附属中学闵行分校,756.5,否,50,413.5,133,135,145
闵行区,上海市民办协和双语尚音学校,上海市闵行中学,731,否,50,396,137,121,142
闵行区,上海市民办万源城协和双语学校,上海市向明中学（浦江校区）,741,否,50,407,139,128,146
闵行区,上海市民办万源城协和双语学校,上海市七宝中学,764.5,否,50,417,140,129,150
闵行区,上海市民办万源城协和双语学校,华东师范大学第二附属中学闵行紫竹分校,753,否,50,412,133,137,144
闵行区,上海市民办万源城协和双语学校,上海师范大学附属中学闵行分校,747.5,否,50,412.5,141,132,141
闵行区,上海市民办万源城协和双语学校,上海交通大学附属中学闵行分校,737,否,50,402,142,118,138
闵行区,上海市民办万源城协和双语学校,上海市闵行中学,742.5,否,50,402.5,135,130,145
闵行区,上海星河湾双语学校,华东师范大学第二附属中学闵行紫竹分校,691,否,50,384.5,124,118,125
闵行区,上海星河湾双语学校,上海交通大学附属中学闵行分校,731.5,否,50,400.5,124,132,138
闵行区,上海博世凯外国语学校,上海市第二中学（梅陇校区）,745,否,50,409,133,130,142
闵行区,上海博世凯外国语学校,上海市上海中学,771,否,50,424,150,127,149
闵行区,上海博世凯外国语学校,上海市七宝中学,764,否,50,423,146,128,146
闵行区,上海博世凯外国语学校,华东师范大学第二附属中学闵行紫竹分校,760,否,50,417,142,129,147
闵行区,上海博世凯外国语学校,上海师范大学附属中学闵行分校,746.5,否,50,416.5,143,126,141
闵行区,上海博世凯外国语学校,上海交通大学附属中学闵行分校,767,否,50,420,143,132,147
闵行区,上海博世凯外国语学校,上海市闵行中学,732.5,否,50,403.5,129,128,140
闵行区,上海闵行区民办美高双语学校,上海市七宝中学,718,否,50,385,130,112,144
闵行区,上海闵行区民办美高双语学校,华东师范大学第二附属中学闵行紫竹分校,696,否,50,377,131,121,132
闵行区,上海闵行区民办美高双语学校,上海师范大学附属中学闵行分校,699.5,否,50,381.5,128,113,136
闵行区,上海闵行区民办美高双语学校,上海交通大学附属中学闵行分校,721,否,50,387,129,118,143
闵行区,上海闵行区民办美高双语学校,上海市闵行中学,691.5,否,50,374.5,129,107,130
闵行区,上海民办圣华紫竹双语学校,上海市第二中学（梅陇校区）,746,否,50,408,130,133,141
闵行区,上海民办圣华紫竹双语学校,上海市七宝中学,767.5,否,50,421.5,142,134,146
闵行区,上海民办圣华紫竹双语学校,华东师范大学第二附属中学闵行紫竹分校,755,否,50,414,140,127,146
闵行区,上海民办圣华紫竹双语学校,上海师范大学附属中学闵行分校,746.5,否,50,411.5,140,127,140
